Thacher_Proffitt_&_Wood	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 16, 13, 2, 8]	59	-13
Josef_Pfitzner	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 17, 11, 12]	58	22
Profit_and_loss	['20160601', '20160602', '20160603', '20160604', '20160605']	[19, 12, 6, 6, 15]	58	-4
Sofitel_Chicago_Water_Tower	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 5, 16, 16, 4]	58	14
Tuffy_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 4, 7, 13, 28]	58	38
Disulfite	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 16, 8, 13, 3]	57	-9
Enefit_American_Oil	['20160601', '20160602', '20160603', '20160604', '20160605']	[23, 9, 5, 14, 6]	57	-7
Sprinkler_fitting	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 12, 8, 7, 14]	57	1
David_Griffiths_(cricketer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 10, 2, 21, 19]	56	28
Griffiths_Mxenge	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 19, 16, 10, 4]	56	4
Benefit_season	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 12, 13, 8, 12]	55	11
Carl_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 14, 20, 9, 6]	55	15
Misfit_(short_story)	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 17, 8, 10]	55	15
Co-operative_and_Community_Benefit_Societies_Act_2014	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 14, 12, 12, 6]	54	6
Keith_Griffiths_(architect)	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 12, 13, 9, 8]	54	6
Steve_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[20, 13, 5, 8, 8]	54	-12
Alex_Martinez_(graffiti_artist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 10, 12, 9, 11]	53	11
Frank_Proffitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 6, 9, 16, 9]	53	15
A_Benefit_for_Maryville_Academy	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 10, 16, 5, 11]	52	12
Andrew_Griffiths_(politician)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 10, 15, 6, 10]	52	10
Matt_Moffitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 11, 12, 12]	52	18
Social_Security_Contributions_and_Benefits_Act_1992	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 13, 12, 5, 10]	52	2
Griffith,_Australian_Capital_Territory	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 11, 4, 15, 12]	51	11
Abdullah_Al-Hafith	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 11, 12, 5, 20]	50	24
Graffiti_Rock	['20160601', '20160602', '20160603', '20160604', '20160605']	[14, 9, 6, 15, 6]	50	4
Profit_(magazine)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 11, 9, 10, 11]	50	10
Unemployment_benefits_in_Italy	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 4, 6, 9, 13]	50	6
Blair_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 5, 20, 10, 12]	49	35
Commercial_graffiti	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 10, 10, 13, 5]	49	7
Good_Profit	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 9, 12, 12, 10]	49	19
Profit-based_sales_targets	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 15, 12, 4, 8]	49	-1
X-Men_Misfits	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 11, 9, 5, 9]	49	-3
Benefit_performance	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 5, 19, 9, 8]	48	24
Courtenay_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 7, 10, 17, 5]	48	16
John_Norton-Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 8, 8, 3, 14]	48	2
José_White_Lafitte	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 7, 9, 5, 11]	48	2
RISK_(graffiti_artist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 9, 11, 11, 10]	48	16
The_Misfits_(box_set)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 8, 12, 8, 9]	48	10
Access_and_Benefit_Sharing_Agreement	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 7, 16, 11, 5]	47	17
Charles_Griffiths_(footballer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 8, 11, 15, 8]	47	21
Housing_benefit	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 9, 12, 9, 11]	47	17
Chicago_Outfit_Roller_Derby	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 7, 15, 11]	46	20
Chicago_fitting	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 13, 11, 4]	46	10
Francis_Llewellyn_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 5, 6, 13, 12]	46	16
Profit-sharing	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 5, 9, 11, 9]	46	12
Risks_and_benefits_of_sun_exposure	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 8, 11, 9, 8]	46	10
Uliuli_Fifita	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 11, 11, 6, 13]	46	14
William_Griffith_Wilson	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 15, 7, 11]	46	20
Graffiti_on_the_Train_(song)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 5, 7, 15, 12]	45	23
Griffith_Park_Fire	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 7, 13, 13]	45	21
John_Griffiths_(Welsh_politician)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 7, 10, 3, 15]	45	11
Justin_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 10, 10, 6, 9]	45	5
Leroy_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 7, 15, 4, 13]	45	19
Tzufit_Grant	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 14, 7, 5, 6]	45	-9
Benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 12, 13, 4, 6]	44	2
Bereavement_benefit	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 11, 8, 7]	44	8
Sofitel_Luxury_Hotels	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 6, 8, 7, 5]	44	-4
1933_Griffith_Park_Fire	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 4, 19, 10, 5]	43	25
Divisible_profit	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 16, 6, 13, 4]	43	3
Eustace_fitz_John	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 14, 11, 10]	43	27
Night_of_the_Living_Dead_(The_Misfits_album)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 5, 9, 11]	43	7
Paddy_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 9, 7, 6, 9]	43	1
Secret_profit	['20160601', '20160602', '20160603', '20160604', '20160605']	[17, 5, 9, 7, 5]	43	-1
Un-American_Graffiti	['20160601', '20160602', '20160603', '20160604', '20160605']	[18, 8, 4, 7, 6]	43	-9
.fit	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 11, 8, 6, 7]	42	0
Benefit_fraud	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 8, 6, 5, 8]	42	-4
Bill_Moffit	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 13, 6, 13]	42	22
Edward_Griffith_(zoologist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 7, 10, 8]	42	8
Larix_griffithii	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 2, 8, 10, 12]	42	18
Michael_Proffitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 3, 8, 10, 10]	42	14
Graffiti_in_Tehran	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 10, 8, 9, 7]	41	7
Reverb_(non-profit)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 9, 11, 6, 5]	41	3
Tafiti	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 11, 7, 8, 7]	41	3
American_Benefits_Council	['20160602', '20160603', '20160604', '20160605']	[22, 8, 7, 3]	40	-4
Harold_Parfitt_(Panama_Canal)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 8, 3, 12, 8]	40	6
Neofit_Rilski	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 11, 4, 14]	40	18
Under_Secretary_of_Veterans_Affairs_for_Benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 11, 11, 3, 8]	40	4
D_W_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 8, 7, 11, 7]	39	11
Gersdorffite	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 6, 5, 16, 9]	39	21
John_Griffith_(engineer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 6, 5, 4, 17]	39	13
John_W._Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 6, 2, 6, 16]	39	9
Profitis_Ilias	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 11, 7, 6, 9]	39	5
Robert_fitz_Martin	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 9, 7, 10]	39	13
Stereophonic_Musical_Listenings_That_Have_Been_Origin_in_Moving_Film_"Borat:_Cultural_Learnings_of_America_for_Make_Benefit_Glorious_Nation_of_Kazakhstan"	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 11, 5, 9, 8]	39	5
Zesiger_sports_and_fitness_center	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 11, 3, 8]	39	5
Alexander_Amfiteatrov	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 9, 15, 3, 7]	38	12
David_Griffiths_(co-operative_economist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 6, 7, 14, 4]	38	12
Léandre_Griffit	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 8, 4, 2, 13]	38	0
Nonprofit_organisation	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 2, 9, 8, 4]	38	4
Profit_warning	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 10, 13, 2, 3]	38	-2
Profitis_Ilias_(Rhodes)	['20160601', '20160602', '20160603', '20160604', '20160605']	[16, 5, 4, 11, 2]	38	-4
Rostyn_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 9, 7, 8, 4]	38	0
Stephen_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[15, 7, 1, 7, 8]	38	-6
Gareth_Griffiths_(academic)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 8, 6, 12, 8]	37	15
H._Lee_Moffitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 9, 2, 16, 4]	37	7
John_Moffitt_(director)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 7, 3, 6, 14]	37	9
Madriu-Perafita-Claror_Valley	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 2, 8, 4, 13]	37	13
Misfits_In_Action	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 9, 8, 7, 5]	37	3
Non-profit_association	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 6, 5, 8, 9]	37	7
Peter_Parfitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 9, 3, 4, 11]	37	-1
Richard_Griffith_(general)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 6, 6, 4, 14]	37	11
Sofitel_Macau_At_Ponte_16	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 5, 3, 12, 6]	37	5
Fringe_benefit	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 6, 9, 4, 5]	36	0
Griffith_Hughes	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 9, 9, 10, 3]	36	8
The_Misfit_Generation	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 6, 5, 12, 2]	36	2
ABC_Funfit	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 11, 8, 4]	35	11
Calcium_hydrogen_sulfite	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 5, 4, 1, 24]	35	23
George_Ffitch	['20160601', '20160602', '20160604', '20160605']	[1, 5, 6, 23]	35	23
Graffiti_in_Hong_Kong	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 13, 6, 11, 3]	35	5
Griffith_College_Cork	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 3, 5, 13, 5]	35	11
Other_postemployment_benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 10, 6, 5, 5]	35	-3
Smurfit-Stone_Building	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 7, 3, 6, 8]	35	-1
War_Profiteering_Is_Killing_Us_All	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 6, 3, 4, 9]	35	-3
Best_Available_Retrofit_Technology	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 9, 6, 6]	34	8
Graffiti_My_Soul	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 4, 3, 13, 6]	34	10
Sandy_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 10, 8, 4]	34	10
They_Call_Us_Misfits	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 9, 3, 4]	34	-2
United_States_of_America_non-profit_laws	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 8, 7, 2, 6]	34	-4
Cecil_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 13, 7, 3]	33	13
Non-violation_nullification_of_benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[11, 4, 10, 2, 6]	33	3
Adam_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 17, 4, 1]	32	12
Corporate_benefit	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 6, 9, 5, 9]	32	14
Gomer_Griffith_Smith	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 2, 5, 15, 6]	32	20
Goodlife_fitness/	['20160602']	[32]	32	-32
Goodness-of-fit	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 9, 5, 2, 6]	32	-6
Graffiti_2	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 6, 5, 9, 8]	32	12
Griffith_Edwards	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 12, 10, 2]	32	16
Non-profit_housing	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 4, 9, 5, 8]	32	12
Non-profit_technology	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 4, 7, 5, 3]	32	-2
Risk–benefit_analysis	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 8, 4, 7]	32	6
Windfall_profit_tax	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 9, 12, 2, 4]	32	4
Arthur_Griffiths_(author)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 4, 8, 7, 8]	31	15
Benefit_period	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 9, 6, 6]	31	11
Costiera_Amalfitana	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 7, 5, 7, 3]	31	-1
Eva_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 8, 1, 12, 7]	31	9
Gary_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 6, 12, 5]	31	15
Graffiti_Bridge	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 9, 6, 5, 4]	31	-1
Griffith_Law_School	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 3, 5, 12, 3]	31	9
Ilona_and_Judit_Gófitz	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 1, 4, 7, 14]	31	19
John_Fifita	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 9, 2, 2, 9]	31	-5
John_H._Moffitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 4, 4, 12]	31	9
Josh_Silver_(nonprofit_director)	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 6, 5, 2, 8]	31	-1
Match_for_Africa_and_Joining_Forces_for_the_Benefit_of_Children	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 2, 1, 6, 13]	31	9
Profit_over_People:_Neoliberalism_and_Global_Order	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 5, 7, 6, 6]	31	7
Teenage_Graffiti	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 10, 4, 5, 5]	31	-3
The_Misfit_Economy	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 4, 8, 7, 4]	31	7
XLfit	['20160601', '20160602', '20160603', '20160604', '20160605']	[12, 8, 3, 4, 4]	31	-9
XLfit_(software)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 12, 4, 6, 3]	31	-5
17th_Arkansas_Infantry_Regiment_(Griffith's)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 1, 10, 10, 4]	30	18
2008_Best_Buy_400_benefiting_Student_Clubs_for_Autism_Speaks	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 7, 9, 5, 4]	30	6
Adrian_Griffith_(athlete)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 2, 14, 5, 3]	30	14
Amphibolis_griffithii	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 3, 10, 12, 2]	30	18
Chris_Parfitt	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 3, 5, 12, 5]	30	14
Eldon_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 6, 4, 13, 4]	30	12
Fred_Griffiths_(footballer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 4, 4, 14, 5]	30	16
Moose_(graffiti_artist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 6, 6, 7]	30	8
Sandbag_(non-profit_organisation)	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 3, 2, 6, 10]	30	6
Social_Finance_(US_non-profit_organization)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 7, 5, 2, 3]	30	-10
Ace_Bailey_Benefit_Game	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 7, 11, 3, 3]	29	5
David_Griffiths_(composer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 3, 7, 8, 5]	29	11
Exit_(Porno_Graffitti_song)	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 1, 9, 11, 4]	29	19
Gavin_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 2, 6, 12, 7]	29	21
Hauser_Center_for_Nonprofit_Organizations	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 2, 5, 11, 6]	29	15
John_Griffith-Jones	['20160601', '20160602', '20160603', '20160605']	[5, 8, 5, 11]	29	3
John_Griffith_Williams	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 7, 3, 9]	29	9
John_Griffiths_(academic)	['20160601', '20160602', '20160603', '20160604', '20160605']	[13, 4, 2, 1, 9]	29	-5
Michael_Stewart_(graffiti_artist)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 6, 7, 3, 5]	29	1
Robert_fitzRoger	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 9, 3, 4, 9]	29	3
The_NonProfit_Times	['20160601', '20160602', '20160603', '20160604', '20160605']	[10, 4, 6, 7, 2]	29	1
Albrechtschraufite	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 3, 12, 5, 4]	28	14
Blood_of_the_Profit	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 1, 13, 6, 1]	28	12
Campbell_Morfit	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 2, 14, 3, 2]	28	10
Graffiti_Blasters	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 5, 3, 8, 5]	28	4
Island_of_Misfit_Toys	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 8, 8, 2, 2]	28	-4
Lewisham_People_Before_Profit	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 3, 4, 4, 11]	28	10
Long_Term_Care_Benefit_Plan	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 3, 4, 2, 12]	28	8
Photofit	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 8, 2, 6]	28	4
Private_benefits_of_control	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 6, 4, 5]	28	2
Sofitel_Frankfurt_Opera	['20160601', '20160603', '20160604', '20160605']	[5, 7, 8, 8]	28	18
Survival_of_the_fittest_(disambiguation)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 11, 4, 5, 2]	28	-6
Talfita	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 5, 6, 5]	28	4
Biological_fitness	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 9, 4, 1]	27	1
Cabinet_of_Jacques_Laffitte	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 7, 6, 4, 6]	27	5
Future_Profits	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 1, 5, 13, 6]	27	21
Griffiths_Island	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 2, 5, 10, 2]	27	7
Guy_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 5, 7, 10, 3]	27	13
John_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 4, 6, 2, 6]	27	1
José_Amalfitani	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 4, 3, 10]	27	7
Kimberly_Moffit	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 3, 6, 4, 12]	27	17
Melony_G._Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 6, 5, 2, 9]	27	5
Misfits_Records	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 3, 8, 4, 4]	27	5
Misfits_tv	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 4, 3, 12]	27	11
Social_benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 6, 6, 8, 3]	27	7
United_States_House_Oversight_Subcommittee_on_Health_Care,_Benefits_and_Administrative_Rules	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 12, 1, 2, 3]	27	-15
Waqifite_Shia	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 6, 3, 5, 5]	27	-1
Adrian_Griffith_(cricketer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 2, 11, 5, 2]	26	10
Cai_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 2, 9, 6, 3]	26	10
Desulfitobacterium_hafniense	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 4, 5, 12, 2]	26	12
Doug_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 3, 2, 10, 3]	26	4
EcoProfit	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 9, 5, 9, 1]	26	4
Gare_de_Maisons-Laffitte	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 2, 6, 9, 4]	26	12
List_of_songs_by_The_Misfits	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 3, 8, 3, 5]	26	6
Naomi_E._S._Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 13, 3, 6, 1]	26	-6
Nathan_Keyfitz	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 4, 4, 4, 9]	26	8
Non-profit_(501C3)_organisation	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 5, 6, 4, 4]	26	2
Smurfit_Kappa	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 4, 6, 6, 5]	26	8
Afitti_language	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 2, 12, 2, 4]	25	11
Canoe_Country_Outfitters	['20160601', '20160602', '20160603', '20160604']	[7, 3, 10, 5]	25	5
Clive_Griffiths_(footballer)	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 6, 6, 10, 1]	25	9
El-Infitah_Movement	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 5, 2, 12, 3]	25	9
Gary_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 3, 2, 12, 3]	25	9
Gwen_Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 7, 2, 10, 2]	25	3
List_of_global_manpower_fit_for_military_service	['20160601', '20160602', '20160603', '20160604', '20160605']	[7, 4, 1, 1, 12]	25	3
Misfits_(The_Kinks_song)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 4, 7, 3, 3]	25	1
New_York_state_public_benefit_corporations	['20160601', '20160602', '20160603', '20160605']	[7, 8, 8, 2]	25	-5
Profit_and_loss_account	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 6, 6, 3, 4]	25	1
Profit_efficiency	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 9, 1, 2]	25	-1
Sybil_(wife_of_Pain_fitzJohn)	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 1, 8, 3]	25	-1
William_Griffiths_(VC)	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 8, 6, 3, 3]	25	-1
Andranofito	['20160602', '20160603', '20160604', '20160605']	[6, 9, 3, 6]	24	12
Benefit_of_the_Doubt_(1967_film)	['20160601', '20160602', '20160603', '20160604', '20160605']	[2, 3, 14, 2, 3]	24	14
Benefitalign	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 1, 10, 3, 6]	24	14
Craugastor_fitzingeri	['20160601', '20160602', '20160604', '20160605']	[6, 2, 12, 4]	24	8
Explanation_of_Benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[9, 5, 3, 4, 3]	24	-4
Gang_graffiti	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 5, 2, 11, 5]	24	12
General_Board_of_Pension_and_Health_Benefits	['20160601', '20160602', '20160603', '20160604', '20160605']	[4, 3, 6, 8, 3]	24	10
Griffith_Borgeson	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 6, 5, 10, 2]	24	10
Jack_Griffiths	['20160601', '20160602', '20160604', '20160605']	[7, 4, 3, 10]	24	2
Rachel_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 5, 6, 1, 6]	24	2
Richard_H._Griffiths	['20160601', '20160602', '20160603', '20160604', '20160605']	[6, 2, 4, 8, 4]	24	8
Shirley_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 6, 6, 2, 5]	24	2
Tekken_6_change_outfits_julia_hat	['20160604']	[24]	24	24
The_Best_of_Nanci_Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[8, 5, 5, 3, 3]	24	-2
Chauncey_H._Griffith	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 3, 2, 13, 4]	23	15
Graffiti_Kings	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 2, 5, 7, 4]	23	9
GreatNonprofits	['20160601', '20160602', '20160603', '20160604', '20160605']	[3, 4, 3, 10, 3]	23	9
Griffith_College_Students'_Union	['20160601', '20160602', '20160603', '20160604', '20160605']	[1, 7, 1, 13, 1]	23	7
Guy_Lafitte	['20160601', '20160602', '20160603', '20160604', '20160605']	[5, 5, 1, 10, 2]	23	3
